Table S11. CCM.,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,icfA,ccmKLMNO,bicA,cmpABCD,ndhF3-D3-chpY,ndhF4D4-chpX,sbtA,rbcLS,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9321,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9322,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9401,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._PAC1,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SB,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|3|A1B1C0D1,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SS2,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SS35,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SS51,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0601,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0602,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D0F1Y0,0|3|1|D1F0X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
